id,category,question,answer_choices,answer,prompt_im,prompt_ex,expected
54,qc,Is the number of pills in the image countable?,(a) Yes (b) No,(b),generate pills,generate hundreds of pills scattered everywhere making counting impossible
55,pf,Can you see stems of bananas in the image?,(a) Yes (b) No,(a),generate bananas,generate a bunch of bananas with the stems clearly visible at the top
56,pf,Can you see stems of bananas in the image?,(a) Yes (b) No,(b),generate bananas,generate individual peeled bananas with no stems visible
57,pr,Is the crocodile submerged in the water?,(a) Yes (b) No,(a),generate a crocodile near water,generate a crocodile mostly underwater with only eyes and nostrils showing
58,pr,Is the crocodile submerged in the water?,(a) Yes (b) No,(b),generate a crocodile near water,generate a crocodile sunbathing on a riverbank completely out of water
59,sc,Is the lock locked to the chain-linked fence?,(a) Yes (b) No,(a),generate a lock and fence,generate a padlock securely attached and locked to a chain-link fence
60,sc,Is the lock locked to the chain-linked fence?,(a) Yes (b) No,(b),generate a lock and fence,generate an open padlock hanging loose from a chain-link fence
61,tx,Can you see letter "J" in the image?,(a) Yes (b) No,(a),generate a computer keyboard,generate a computer keyboard with the J key prominently visible
62,tx,Can you see letter "J" in the image?,(a) Yes (b) No,(b),generate a computer keyboard,generate a computer keyboard photographed from an angle where J key is obscured
63,pr,Is the following statement correct: In the image, there is one daisy that is under the shadow of a taller daisy.,(a) Correct (b) Incorrect,(a),generate daisies,generate a field of daisies with one small daisy clearly in the shadow of a taller one
64,pr,Is the following statement correct: In the image, there is one daisy that is under the shadow of a taller daisy.,(a) Correct (b) Incorrect,(b),generate daisies,generate a field of daisies all receiving equal sunlight with no shadows
65,tx,Is the following statement correct: There is no letter D on this image.,(a) Correct (b) Incorrect,(a),generate a computer keyboard,generate a computer keyboard photographed so the D key is not visible
66,tx,Is the following statement correct: There is no letter D on this image.,(a) Correct (b) Incorrect,(b),generate a computer keyboard,generate a computer keyboard with the D key clearly visible
67,pf,Are there any clouds?,(a) Yes (b) No,(a),generate a sky,generate a blue sky filled with white fluffy clouds
68,pf,Are there any clouds?,(a) Yes (b) No,(b),generate a sky,generate a completely clear blue sky with no clouds visible
69,sc,Did the snake stick out its tongue and touch its skin?,(a) Yes (b) No,(a),generate a snake,generate a snake with its forked tongue extended and touching its own body
70,sc,Did the snake stick out its tongue and touch its skin?,(a) Yes (b) No,(b),generate a snake,generate a snake with its mouth closed and tongue not visible
71,sc,Is the lock locked or unlocked?,(a) Locked (b) Unlocked,(a),generate a padlock,generate a padlock in the locked position with shackle secured
72,sc,Is the lock locked or unlocked?,(a) Locked (b) Unlocked,(b),generate a padlock,generate a padlock in the open position with shackle released
73,sc,Is the ground wet?,(a) Yes (b) No,(a),generate ground surface,generate a wet pavement with puddles and reflections after rain
74,sc,Is the ground wet?,(a) Yes (b) No,(b),generate ground surface,generate dry ground with dusty soil and no moisture visible
75,vp,Do you see this flower from the top or the side?,(a) Top (b) Side,(a),generate a flower,generate a flower photographed from directly above showing the center
76,vp,Do you see this flower from the top or the side?,(a) Top (b) Side,(b),generate a flower,generate a flower photographed from the side showing the profile view
77,pf,Can you see the caudal fin of the shark in the image?,(a) Yes (b) No,(a),generate a shark,generate a shark swimming with its tail fin prominently visible
78,pf,Can you see the caudal fin of the shark in the image?,(a) Yes (b) No,(b),generate a shark,generate a shark photographed from the front where the tail fin is not visible
79,od,In the image, is the snake's head oriented facing upwards or directed forwards?,(a) Upwards (b) Forward,(a),generate a snake,generate a snake with its head raised and pointed upward
80,od,In the image, is the snake's head oriented facing upwards or directed forwards?,(a) Upwards (b) Forward,(b),generate a snake,generate a snake with its head facing forward horizontally
81,ca,Is this a hammerhead shark?,(a) Yes (b) No,(a),generate a shark,generate a hammerhead shark with its distinctive flattened head shape
82,ca,Is this a hammerhead shark?,(a) Yes (b) No,(b),generate a shark,generate a great white shark with a normal pointed head
83,sc,Is the door of the truck cab open?,(a) Yes (b) No,(a),generate a truck,generate a truck with the driver's door open
84,sc,Is the door of the truck cab open?,(a) Yes (b) No,(b),generate a truck,generate a truck with all doors closed
85,sh,Are the ears of the dog erect or drooping?,(a) Erect (b) Drooping,(a),generate a dog,generate a dog with pointed upright ears like a German Shepherd
86,sh,Are the ears of the dog erect or drooping?,(a) Erect (b) Drooping,(b),generate a dog,generate a dog with floppy drooping ears like a Basset Hound
87,pf,Is there a hand using the mouse in the image?,(a) Yes (b) No,(a),generate a computer mouse,generate a computer mouse being actively used by a hand
88,pf,Is there a hand using the mouse in the image?,(a) Yes (b) No,(b),generate a computer mouse,generate a computer mouse sitting alone on a desk
89,pf,Can you see people in this image?,(a) Yes (b) No,(a),generate a scene,generate a busy street scene with people walking
90,pf,Can you see people in this image?,(a) Yes (b) No,(b),generate a scene,generate an empty landscape with no people visible
91,tx,Are there any words displayed on the vehicle's lightbar?,(a) Yes (b) No,(a),generate a police vehicle,generate a police car with "POLICE" text clearly visible on the lightbar
92,tx,Are there any words displayed on the vehicle's lightbar?,(a) Yes (b) No,(b),generate a police vehicle,generate a police car with a plain lightbar containing no text
93,pf,Is there any accessory on the wrists?,(a) Yes (b) No,(a),generate hands and wrists,generate hands with a watch or bracelet visible on the wrist
94,pf,Is there any accessory on the wrists?,(a) Yes (b) No,(b),generate hands and wrists,generate bare hands and wrists with no jewelry or accessories
95,pr,From the camera's perspective, is the spider web very dense or relatively sparse?,(a) Very dense (b) Relatively sparse,(a),generate a spider web,generate a spider web with many thick intersecting strands creating a dense pattern
96,pr,From the camera's perspective, is the spider web very dense or relatively sparse?,(a) Very dense (b) Relatively sparse,(b),generate a spider web,generate a spider web with few thin strands creating an open sparse pattern
97,pf,Does the keyboard have a backlight?,(a) Yes (b) No,(a),generate a computer keyboard,generate a computer keyboard with illuminated backlit keys glowing
98,pf,Does the keyboard have a backlight?,(a) Yes (b) No,(b),generate a computer keyboard,generate a standard computer keyboard with no lighting
99,sh,Does the elephant have long or short tusks?,(a) Long (b) Short,(a),generate an elephant,generate an elephant with prominently long curved tusks
100,sh,Does the elephant have long or short tusks?,(a) Long (b) Short,(b),generate an elephant,generate an elephant with small short tusks or no visible tusks
101,sc,What is the woman more likely to do?,(a) Bump (b) Set,(a),generate a woman with a volleyball,generate a woman in mid-motion bumping a volleyball upward with her forearms
102,sc,What is the woman more likely to do?,(a) Bump (b) Set,(b),generate a woman with a volleyball,generate a woman positioned to set a volleyball with her hands above her head
103,od,Is the needle pointing up or down?,(a) Up (b) Down,(a),generate a compass or gauge,generate a compass with the needle pointing upward
104,od,Is the needle pointing up or down?,(a) Up (b) Down,(b),generate a compass or gauge,generate a compass with the needle pointing downward
105,vp,Is the camera positioned at eye level or looking down from above?,(a) Eye level (b) Above,(a),generate a subject photographed,generate a subject photographed straight-on at eye level
106,vp,Is the camera positioned at eye level or looking down from above?,(a) Eye level (b) Above,(b),generate a subject photographed,generate a subject photographed from an overhead bird's eye view
107,pf,Are the butterfly's feet visible?,(a) Yes (b) No,(a),generate a butterfly,generate a butterfly perched on a surface with its legs clearly visible
108,pf,Are the butterfly's feet visible?,(a) Yes (b) No,(b),generate a butterfly,generate a butterfly in flight with legs tucked under and not visible
109,sc,Are the bird's wings flapping upward or downward?,(a) Upward (b) Downward,(a),generate a bird in flight,generate a bird with wings in the upward stroke of flight
110,sc,Are the bird's wings flapping upward or downward?,(a) Upward (b) Downward,(b),generate a bird in flight,generate a bird with wings in the downward stroke of flight
111,od,Is the end of the elephant's trunk pointing inward or outward?,(a) Inward (b) Outward,(a),generate an elephant,generate an elephant with its trunk curled inward toward its body
112,od,Is the end of the elephant's trunk pointing inward or outward?,(a) Inward (b) Outward,(b),generate an elephant,generate an elephant with its trunk extended outward away from its body
113,pf,Do you see any window in this image?,(a) Yes (b) No,(a),generate an architectural scene,generate a building facade with windows clearly visible
114,pf,Do you see any window in this image?,(a) Yes (b) No,(b),generate an architectural scene,generate a solid wall or structure with no windows visible
115,od,Is the snail in the picture facing the camera or away from the camera?,(a) Away from the camera (b) Facing the camera ,(a),Generate a snail on the ground with a shell,Generate a snail on the ground with a shell and facing away from the camera
116,od,Is the snail in the picture facing the camera or away from the camera?,(a) Away from the camera (b) Facing the camera ,(b),Generate a snail on the ground with a shell,Generate a snail on the ground with a shell and facing away from the camera
117,qc,How many eyes of the cat can you see in the picture?,(a) 1 (b) 2,(a),Generate a gray and black striped cat looking to the side,Generate a gray and black striped cat looking to the side with only one eye visible
118,qc,How many eyes of the cat can you see in the picture?,(a) 1 (b) 2,(b),Generate a gray and black striped cat looking to the side,Generate a gray and black striped cat looking to the side with both eyes visible
119,qc,"In this image, how many eyes can you see on the animal?",(a) 1 (b) 2,(a),Generate an eagle outside,Generate an eagle outside looking to the side with only one eye visible
120,qc,"In this image, how many eyes can you see on the animal?",(a) 1 (b) 2,(b),Generate an eagle outside,Generate an eagle outside looking towards the camera with both eyes visible
121,ca,Does this corn have white kernels?,(a) Yes (b) No,(a),Generate a corn on the cob,Generate a corn on the cob with white kernels
122,ca,Does this corn have white kernels?,(a) Yes (b) No,(b),Generate a corn on the cob,Generate a corn on the cob with only yellow kernels and no white kernels
123,vp,Is this duck facing left or right from the camera's perspective?,(a) Left (b) Right,(a),Generate a duck outside next to the water,Generate a duck outside next to the water and facing to the left in the camera’s perspective
124,vp,Is this duck facing left or right from the camera's perspective?,(a) Left (b) Right,(b),Generate a duck outside next to the water,Generate a duck outside next to the water and facing to the right in the camera’s perspective
125,pf,Can you see a door in this image?,(a) Yes (b) No,(a),Generate a picture of a movie theater seen from the back of the room,Generate a picture of a movie theater seen from the back of the room and a door visible
126,pf,Can you see a door in this image?,(a) Yes (b) No,(b),Generate a picture of a movie theater seen from the back of the room,Generate a picture of a movie theater seen from the back of the room and no doors visible
127,sc,Is the flower's center protruding or indented?,(a) Protruding (b) Indented,(a),Generate a white flower with a yellow middle outside in the grass,Generate a white flower with a yellow protruding middle outside in the grass
128,sc,Is the flower's center protruding or indented?,(a) Protruding (b) Indented,(b),Generate a white flower with a yellow middle outside in the grass,Generate a white flower with a yellow indented middle outside in the grass
129,od,"From the camera's perspective, are the words ""SCHOOL BUS"" in the picture facing straight or oriented at an angle?",(a) Directly towards the camera (b) At an angle,(a),Generate multiple school busses ordered one after another,Generate multiple school busses ordered one after another with the words “SCHOOL BUS” facing directly towards the camera
130,od,"From the camera's perspective, are the words ""SCHOOL BUS"" in the picture facing straight or oriented at an angle?",(a) Directly towards the camera (b) At an angle,(b),Generate multiple school busses ordered one after another,Generate multiple school busses ordered one after another with the words “SCHOOL BUS” oriented at an angle
131,pr,Where is the yellow animal's head lying in this image?,(a) Floor (b) Carpet,(a),Generate a golden dog laying on the ground with a black dog next to it,Generate a golden dog laying on the ground with its head resting on the floor beside a carpet and a black dog
132,pr,Where is the yellow animal's head lying in this image?,(a) Floor (b) Carpet,(b),Generate a golden dog laying on the ground with a black dog next to it,Generate a golden dog laying on the ground with its head resting on the carpet beside the floor and a black dog
133,tx,What does the center button say?,(a) OK/SELECT (b) OK,(a),Generate a tv remote with arrow buttons and a center button with text,Generate a tv remote with arrow buttons and the word “OK/SELECT” on the center button
134,tx,What does the center button say?,(a) OK/SELECT (b) OK,(b),Generate a tv remote with arrow buttons and a center button with text,Generate a tv remote with arrow buttons and the word “OK” on the center button
135,qc,How many cup(s) of drink are there in the image?,(a) 1 (b) 2,(a),Generate a glass of wine filled halfway,Generate a singular glass of wine filled halfway with no other glasses in the picture
136,qc,How many cup(s) of drink are there in the image?,(a) 1 (b) 2,(b),Generate a glass of wine filled halfway,Generate 2 glasses of wine filled halfway with one blurred in the background
137,sc,"In the picture, how is the snake primarily positioned?",(a) Coiled (b) Head extended,(a),Generate a green snake,Generate a green snake coiled as its primary position 
138,sc,"In the picture, how is the snake primarily positioned?",(a) Coiled (b) Head extended,(b),Generate a green snake.Generate a green snake with its heat extended as its primary position
139,pf,Can you see the side windows of the vehicles?,(a) Yes (b) No,(a),Generate a truck outside on the road,Generate a truck outside on the road with the side windows of the vehicle visible
140,pf,Can you see the side windows of the vehicles?,(a) Yes (b) No,(b),Generate a truck outside on the road,Generate a truck outside on the road with only the windshield of the truck visible and no side windows
141,sc,Is the elephant's trunk raised or lowered?,(a) Raised (b) Lowered,(a),Generate a gray elephant in a grassland,Generate a gray elephant in a grassland with its trunk raised
142,sc,Is the elephant's trunk raised or lowered?,(a) Raised (b) Lowered,(b),Generate a gray elephant in a grassland,Generate a gray elephant in a grassland with its trunk lowered
143,od,Is the ladybug positioned upright or upside down?,(a) Upright (b) Upside down,(a),Generate a ladybug on a branch,Generate a ladybug on a branch positioned upright
144,od,Is the ladybug positioned upright or upside down?,(a) Upright (b) Upside down,(b),Generate a ladybug on a branch,Generate a ladybug on a branch positioned upside down
145,vp,Is the photo taken looking down from above or looking up from below?,(a) Looking down from above (b) Looking up from below,(a),Generate a photo of a half-filled wine glass, Generate a photo of a half-filled wine glass taken from above looking down
146,vp,Is the photo taken looking down from above or looking up from below?,(a) Looking down from above (b) Looking up from below,(b),Generate a photo of a half-filled wine glass, Generate a photo of a half-filled wine glass taken from below looking up
147,pf,"In the picture, is the snake's head visible or not visible?",(a) Visible (b) Not visible,(a),Generate a snake on the desert ground,Generate a snake on the desert ground with its head visible
148,pf,"In the picture, is the snake's head visible or not visible?",(a) Visible (b) Not visible,(b),Generate a snake on the desert ground,Generate a snake on the desert ground with its head not visible
149,pr,Is the piano's back panel on the left or right side?,(a) Left (b) Right,(a),Generate a piano with side viewpoint of the piano keys,Generate a piano with a side viewpoint of the piano keys and the piano back panel on the left
150,pr,Is the piano's back panel on the left or right side?,(a) Left (b) Right,(b),Generate a piano with side viewpoint of the piano keys,Generate a piano with a side viewpoint of the piano keys and the piano back panel on the right
151,vp,The image captures a woman running from:,(a) Back view (b) Side view,(a),A woman running on a path during the sunset, A woman running on a path during the sunset seen from behind
152,vp,The image captures a woman running from:,(a) Back view (b) Side view,(b),A woman running  on a path during the sunset,A woman running on a path during the sunset seen from the side
153,qc,How many red apples are there in the image?,(a) One (b) More than one,(a),Generate a bowl with fruits and vegetables including at least one apple, Generate a single red apple surrounded by other fruits and vegetables
154,qc,,How many red apples are there in the image?,(a) One (b) More than one,(b),Generate a bowl with fruits and vegetables including at least one apple, Generate multiple red apples surrounded by other fruits and vegetables
155,pr,Is the vase beside the bedside table or on the windowsill?,(a) Beside the bedside Table (b) On the Windowsill,(a),Generate a pink children’s bedroom with a vase,Generate a pink children’s bedroom with a vase right next to the bedside table
156,pr,Is the vase beside the bedside table or on the windowsill?,(a) Beside the bedside Table (b) On the Windowsill,(a),Generate a pink children’s bedroom with a vase,Generate a pink children’s bedroom with a vase on the window sill
157,ca,Is the frame at the front of the motorcycle primarily silver or black in color?,(a) Silver (b) Black,(a),Generate a motorcycle with red accents in a white background,Generate a motorcycle with red accents and a primarily silver frame in  a white background,
158,ca,Is the frame at the front of the motorcycle primarily silver or black in color?,(a) Silver (b) Black,(b),Generate a motorcycle with red accents in a white background,Generate a motorcycle with red accents and a primarily black frame in a white background
159,qc,"For the people operating the machine in the image, can you see one arm or both arms?",(a) One arm (b) Both arms,(a),Generate a person operating a machine in a factory,Generate a person operating a machine in a factory with only one arm shown
160,qc,"For the people operating the machine in the image, can you see one arm or both arms?",(a) One arm (b) Both arms,(b),Generate a person operating a machine in a factory,Generate a person operating a machine in a factory with both arms seen
161,pr,Is the minute hand of the clock closer to 12 or closer to 1?,(a) 12 (b) 1 ,(a),Generate a clock on a plate,Generate a clock on a plate with the minute hand of the clock closer to 12
162,pr,Is the minute hand of the clock closer to 12 or closer to 1?,(a) 12 (b) 1 ,(b),Generate a clock on a plate,Generate a clock on a plate with the minute hand of the clock closer to 1
163,pr,Is the Christmas tree positioned in front of a large window or in front of a wall situated between two windows?,(a) In front of a large window (b) In front of a wall between two windows,(a),Generate a decorated christmas tree in a house with presents underneath,Generate a decorated christmas tree in a house in front of a large window with presents underneath 
164,pr,Is the Christmas tree positioned in front of a large window or in front of a wall situated between two windows?,(a) In front of a large window (b) In front of a wall between two windows,(b),Generate a decorated christmas tree in a house with presents underneath,Generate a decorated christmas tree in a house in between two windows with presents underneath 
165,sh,"In this image, are the berries placed",(a) On a dish (b) In bowls of yogurts,(a),Generate berries on a breakfast table,Generate berries on a breakfast table with the berries on a separate dish
166,sh,"In this image, are the berries placed",(a) On a dish (b) In bowls of yogurts,(b),Generate berries on a breakfast table,Generate berries on a breakfast table with the berries on bowls of yogurt
167,sc,Are some fruits cut open or are all the fruits uncut?,(a) Some are cut open (b) All are uncut,(a),Generate a display of fruit in a white background,Generate a display of fruit in a white background with some of the fruit cut open
168,sc,Are some fruits cut open or are all the fruits uncut?,(a) Some are cut open (b) All are uncut,(b),Generate a display of fruit in a white background,Generate a display of fruit in a white background with none of the fruit cut open
169,pf,Is there a knee visible in the image?,(a) Yes (b) No,(a),Generate an elderly couple holding hands and posing for a picture,Generate an elderly couple holding hands and posing for a picture with one of their knees visible
170,pf,Is there a knee visible in the image?,(a) Yes (b) No,(b),Generate an elderly couple holding hands and posing for a picture,Generate an elderly couple holding hands and posing for a picture with no knees in the picture
171,pf,Does the snowman in the picture have a mouth?,(a) Yes (b) No,(a),Generate a traditional snowman,Generate a traditional snowman with a mouth
172,pf,Does the snowman in the picture have a mouth?,(a) Yes (b) No,(b),Generate a traditional snowman,Generate a traditional snowman without a mouth
173,sh,Is the decoration on the Easter egg flat or raised?,(a) Flat (b) Raised,(a),Generate a couple of multicolored and decorated easter eggs,Generate a couple of multicolored and decorated easter eggs with flat and smoothly painted designs
174,sh,Is the decoration on the Easter egg flat or raised?,(a) Flat (b) Raised,(b),Generate a couple of multicolored and decorated easter eggs,Generate a couple of multicolored and decorated easter eggs with raised painted designs
175,ca,"In the image, is the nail polish on the toes dark or light in color?",(a) Dark (b) Light,(a),Generate a person on a weighing scale with their toes painted,Generate a person on a weighing scale with their toes painted a dark color
176,ca,"In the image, is the nail polish on the toes dark or light in color?",(a) Dark (b) Light,(b),Generate a person on a weighing scale with their toes painted,Generate a person on a weighing scale with their toes painted a light color
177,od,"In the picture, is the person facing the ocean or turned sideways to the ocean?",(a) Facing the ocean (b) Turned sideways to the ocean,(a),Generate a family of four on the beach,Generate a family of four on the beach facing towards the ocean
178,od,"In the picture, is the person facing the ocean or turned sideways to the ocean?",(a) Facing the ocean (b) Turned sideways to the ocean,(b),Generate a family of four on the beach,Generate a family of four on the beach turned sideways to the ocean
179,qc,How many wheels can you see in the image?,(a) 1 (b) 2,(a),Generate a black convertible on display,Generate a black convertible on display with only one wheel visible
180,qc,How many wheels can you see in the image?,(a) 1 (b) 2,(b),Generate a black convertible on display,Generate a black convertible on display with 2 wheels visible
181,ca,Is the stripe in the middle of the car blue or white?,(a) Blue (b) White,(a),Generate a car with a stripe in the middle of the car,Generate a car with a blue strip in the middle of the car
182,ca,Is the stripe in the middle of the car blue or white?,(a) Blue (b) White,(b),Generate a car with a stripe in the middle of the car,Generate a car with a white strip in the middle of the car
183,sc,Are the teddy bears holding hands or leaning against each other?,(a) Holding hands (b) Leaning against,(a),Generate two white teddy bears in wedding outfits sitting beside each other,Generate two white teddy bears in wedding outfits sitting beside each other and holding hands
184,sc,Are the teddy bears holding hands or leaning against each other?,(a) Holding hands (b) Leaning against,(b),Generate two white teddy bears in wedding outfits sitting beside each other,Generate two white teddy bears in wedding outfits sitting beside each other and leaning against each other
185,sc,Is the person in the picture already standing on the weighing scale?,(a) Yes (b) No,(a),Generate a person and a weighing scale,Generate a person already standing on a weighing scale
186,sc,Is the person in the picture already standing on the weighing scale?,(a) Yes (b) No,(b),Generate a person and a weighing scale,Generate a person about to stand on a weighing scale
187,qc,"In the picture, is the person stretching out one arm or both arms above their head?",(a) One arm (b) Both arms,(a),Generate a woman in bed stretching,Generate a woman in bed stretching with only one arm visible
188,qc,"In the picture, is the person stretching out one arm or both arms above their head?",(a) One arm (b) Both arms,(b),Generate a woman in bed stretching,Generate a woman in bed stretching with both arms visible
189,sh,Is the person in the picture on the grass or on the gravel path?,(a) Grass (b) Gravel path,(a),Generate a person wearing running shoes and athletic clothes outside,Generate a person wearing running shoes and athletic clothes outside on the grass
190,sh,Is the person in the picture on the grass or on the gravel path?,(a) Grass (b) Gravel path,(b),Generate a person wearing running shoes and athletic clothes outside,Generate a person wearing running shoes and athletic clothes outside on a gravel path
191,pf,Is there a flower next to the Easter egg in the picture?,(a) Yes (b) No,(a),Generate several decorated easter eggs on the ground in the grass,Generate several decorated easter eggs on the ground in the grass with flowers next to them
192,pf,Is there a flower next to the Easter egg in the picture?,(a) Yes (b) No,(b),Generate several decorated easter eggs on the ground in the grass,Generate several decorated easter eggs on the ground in the grass with no flowers next to them
193,sh,Are these vegetables placed on the floor or on the soil?,(a) Floor (b) Soil,(a),Generate several different vegetables gathered together and placed on a surface,Generate several different vegetables gathered together and placed on the floor
